epoch,train_loss,valid_loss,error_rate,time
0,1.1764179468154907,0.6073715090751648,0.20954909920692444,00:08
1,0.9047094583511353,0.38742029666900635,0.14854110777378082,00:08
2,0.6933563351631165,0.30482858419418335,0.10079575330018997,00:08
3,0.5355997085571289,0.25109899044036865,0.08753316849470139,00:08
4,0.42575833201408386,0.2548045217990875,0.08488065749406815,00:08
5,0.34343212842941284,0.2360280454158783,0.06896552443504333,00:08
6,0.2865443229675293,0.22352555394172668,0.06100797653198242,00:08
7,0.2457830160856247,0.21723304688930511,0.06100797653198242,00:08
8,0.21120980381965637,0.21479928493499756,0.06100797653198242,00:08
9,0.17995904386043549,0.2162429392337799,0.06100797653198242,00:08
